lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;v_1;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_26;v_27;v_28;v_29;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_46;v_52;v_53;v_54;v_55;v_56;v_57;v_63;v_64;v_65;v_66;v_67;v_68;v_69;v_70;v_71;v_72;v_73;v_74;v_75;v_76;v_82;v_83;v_84;v_85;v_111;v_117;v_118;v_119;v_120;v_121;v_122;v_124;v_142;v_268;v_0ab75;v_b4933;v_bcfd1;v_272;v_f9027;v_c054d;v_aaa14;v_276;v_277;v_278;v_279;v_280;v_282;v_284;v_285;v_286;v_289;v_290;v_291;v_294;v_295;v_296;v_297;v_299;v_300;v_301;v_302;v_303;v_304;v_305;v_306;v_307;v_308;v_309;v_310;v_311;v_312;v_313;v_314;v_315;v_319;v_320;v_321;v_322;v_323;v_325;v_326;v_327;v_328;v_329;v_330;v_331;v_332;v_177;v_178;v_179;v_186;v_187;v_188;v_189;v_190;v_191;v_197;v_198;v_199;v_200;v_201;v_202;v_203;v_204;v_205;v_206;v_333;v_334;v_335;v_336;v_337;v_338;v_339;v_2598;v_223;v_225;v_226;v_227;v_228;v_229;v_231;v_233;v_234;v_235;v_236;v_238;v_241;v_2604;v_2605;v_245;v_246;dupl1_v_245;v_250;v_251;v_252;v_253;v_254;v_257;v_259;v_260;v_262;v_263;v_269;v_270;v_271;v_273;v_274;v_275;ext_host;ip_addr;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;hflip;vflip;output_mode;javascript;flash;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts712934;rts712935;rts712936;rts712937;rts712938;rts712939;rts712940;rts712941;rts712942;rts712943;rts712944;rts712945;rts712946;rts712950;rts712951;rts712952;rts712954;rts712958;rts712959;rts712960;rts712961;rts712962;rts712963;rts712965;rts712966;rts712967;rts712969;rts712971;rts712972;rts712974;rts712975;rts712977;rts712978;rts712979;rts712981;rts712982;rts712984;rts712985;rts712986;rts712987;rts712988;rts712990;rts712991;rts712993;rts712994;rts713002;rts713007;rts713010;rts713014;rts713016;rts713018;rts713019;rts713021;rts713023;rts713025;geschlecht;bildung;beruf;stadt_teil;stadt_teil2;alter;indi;jahr
689;0;0;31;"712995";;1788;2;3;3;3;2;2;1;2;1;3;2;2;3;1;1;1;2;2;2;2;3;4;4;3;4;1;5;1;3;2;1;1;3;3;3;2;3;3;2;5;2;2;3;2;3;4;2;2;2;3;3;4;4;3;3;3;2;3;3;2;1;3;3;3;3;3;3;3;3;4;3;3;1;1;2;1;3;5;3;2;1;3;3;3;3;2;3;4;3;3;2;3;5;3;4;3;1;3;2;2;1;2;1;2;2;2;4;3;3;3;3;4;2;2;3;4;1;1;2;2;4;4;3;2;3;2;1;3;2;3;3;4;3;3;4;3;1;3;3;2;4;1;1;5;;5;112;2;;;2;;2;2;0;3;6;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554796195;"2019-04-09 07:49:55";"2019-04-09 08:19:43";"0000-00-00 00:00:00";37;43;57;72;264;293;407;425;454;461;539;720;739;745;794;803;810;1226;1234;1240;1253;1274;1334;1411;1419;1424;1461;;1484;1491;1508;;;1565;;;1576;1609;1620;1629;1643;;1660;;1788;854;961;986;1004;1054;1105;1153;1216;1377;1399;"weiblich";"(Fach-)Abitur";"Selbstaendige/r";"Gaustadt";7;"56-60";5;2019
690;0;0;31;"712995";;700;2;4;2;4;2;3;4;2;2;3;3;2;3;3;3;3;3;4;4;3;2;4;3;3;4;2;1;3;2;3;2;2;5;3;2;2;6;3;1;3;3;3;3;2;3;2;4;2;2;4;2;1;1;1;1;5;5;3;2;2;2;3;3;3;3;3;3;3;2;2;2;2;0;2;2;2;4;2;2;1;2;5;4;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;3;3;2;1;4;1;2;2;2;1;1;1;1;4;3;1;1;1;1;1;1;1;3;4;3;3;3;3;3;2;3;1;1;5;1;1;2;;4;50;1;25;7;2;;1;1;0;2;12;1;0;"-99";0;0;1;1;99;1;1;"-99";0;0;0;0;0;0;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554798929;"2019-04-09 08:35:29";"2019-04-09 08:47:09";"0000-00-00 00:00:00";3;6;8;9;35;49;70;71;74;87;98;149;160;167;182;187;200;399;402;405;407;440;462;486;490;492;497;;501;515;523;533;539;545;;;585;596;600;607;672;679;683;697;700;224;258;272;285;306;325;361;395;481;482;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"26-30";5;2019
691;0;0;32;"712995";;-1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;4;4;2;1;1;1;1;3;2;3;3;1;1;3;3;3;3;3;3;3;2;2;2;2;0;2;2;2;3;2;4;2;1;3;4;3;2;2;;;;2;2;2;3;3;2;3;1;3;1;2;1;;2;;;2;4;3;3;2;2;;1;2;2;2;1;1;1;1;4;4;1;2;3;2;1;2;1;3;3;3;2;;2;;1;2;3;2;5;1;1;2;;7;150;2;;;2;;2;2;-99;2;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554801919;"2019-04-09 09:25:19";"2019-04-16 07:34:37";"0000-00-00 00:00:00";4;12;16;18;27;32;34;37;39;43;47;57;597572;597577;597605;597616;597628;597815;597818;597821;597960;597983;598013;598051;598060;598065;598073;;598079;598083;598100;;;598104;;;598110;598115;598132;598140;598146;;598152;;598158;597654;597679;597699;597711;597726;597746;597775;597811;598041;598044;"weiblich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"56-60";5;2019
694;0;0;32;"712995";;-1;2;3;2;2;2;4;4;3;2;4;1;2;2;2;2;3;3;2;4;4;4;3;3;5;4;2;2;4;3;3;5;4;6;2;4;3;5;4;3;4;3;2;3;3;4;5;2;1;2;3;2;2;1;2;3;3;1;2;2;1;1;3;3;2;2;3;3;1;1;1;1;2;0;1;1;2;2;2;3;1;3;3;4;2;1;2;3;3;3;2;2;2;3;3;3;3;2;3;1;1;1;2;1;3;1;2;3;2;4;2;2;2;3;2;1;2;2;3;2;2;3;1;2;3;3;4;4;4;2;4;4;3;3;3;3;3;3;3;3;1;5;1;2;2;;6;140;1;20;4;2;;1;4;2;6;10;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554803208;"2019-04-09 09:46:48";"2019-04-09 10:57:33";"0000-00-00 00:00:00";2;7;2852;3020;3051;3067;3089;3286;3380;3385;3399;3430;3441;3447;3463;3468;3475;3654;3659;3664;3731;3755;3781;3804;3810;3812;3818;;3824;3837;3845;3865;3871;3875;;;3884;3891;3897;3915;3920;;3926;;4245;3498;3519;3533;3545;3564;3589;3616;3650;3791;3798;"maennlich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"41-45";5;2019
695;0;0;32;"712995";;-1;3;3;2;3;2;3;3;2;3;4;3;1;2;1;1;1;1;2;2;2;4;3;3;4;4;3;3;1;3;3;7;6;6;4;4;2;4;4;2;4;3;3;3;3;3;4;3;3;3;3;3;2;2;2;2;3;3;4;2;4;4;4;4;4;4;4;3;3;2;1;1;1;0;1;1;1;5;4;3;1;1;2;4;2;2;2;2;3;3;3;3;5;3;5;4;3;2;4;1;1;1;1;1;3;2;4;4;4;4;3;3;;3;3;2;1;1;1;1;1;1;3;1;2;2;1;1;1;1;;4;2;3;3;3;3;3;3;3;2;5;1;1;2;;7;55;1;25;6;2;;2;2;0;0;10;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554803533;"2019-04-09 09:52:13";"2019-04-09 14:47:02";"0000-00-00 00:00:00";4;9;34;119;143;152;181;300;345;350;363;396;412;417;434;439;448;743;747;754;783;804;17514;17543;17550;17555;17562;;17568;17577;17588;17620;17632;17636;;;17647;17656;17659;17673;17679;;17686;;17689;489;512;544;556;624;656;688;738;17532;17537;"weiblich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"36-40";5;2019
696;0;0;31;"712995";;1073;2;2;2;3;2;2;2;2;2;3;2;2;2;2;3;3;3;3;2;2;3;2;2;3;3;4;4;4;3;4;3;3;6;3;1;2;3;3;2;6;3;2;3;2;5;3;3;2;2;4;2;2;2;2;2;4;3;3;2;2;2;3;3;3;3;3;3;3;2;2;2;2;0;2;2;2;4;2;3;2;2;4;2;3;2;2;3;3;3;3;4;4;4;4;4;2;2;4;3;3;1;3;1;1;1;4;2;4;3;2;2;2;4;2;2;3;2;2;2;1;4;4;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;4;2;;;2;3;63;1;50;8;2;;1;3;0;1;5;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554803936;"2019-04-09 09:58:56";"2019-04-09 10:16:49";"0000-00-00 00:00:00";3;11;54;96;124;140;169;197;257;284;298;346;361;367;385;391;400;630;634;641;670;699;721;777;784;787;;792;800;830;843;856;866;873;;;913;923;930;935;972;;978;;1073;417;447;466;479;522;544;589;623;741;770;"weiblich";"(Fach-)Abitur";"";"Gartenstadt/Ost";3;"18-25";5;2019
701;0;0;31;"712995";;1416;2;2;2;2;2;2;3;1;1;3;1;1;1;2;2;6;3;2;3;1;3;2;3;2;4;3;4;2;3;2;1;2;5;2;1;1;2;2;2;6;3;3;1;2;3;3;4;3;3;3;3;1;2;1;1;4;1;4;3;1;1;3;3;3;3;3;3;3;1;2;1;1;0;1;2;1;4;1;4;2;3;1;3;1;1;1;2;2;2;1;3;4;4;4;2;2;1;3;3;4;2;4;2;3;3;2;3;1;3;2;1;4;1;1;1;2;1;1;2;1;5;2;2;1;1;1;1;1;1;3;1;3;3;3;3;3;3;3;3;1;3;2;;;2;4;65;1;35;5;2;;1;2;0;1;15;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554804277;"2019-04-09 10:04:37";"2019-04-09 10:28:13";"0000-00-00 00:00:00";6;11;81;145;185;209;240;296;356;364;388;431;446;458;478;486;498;866;870;878;961;991;1024;1110;1127;1133;;1139;1146;1169;1208;1225;1235;1242;;;1292;1305;1314;1319;1326;;1333;;1416;527;563;672;689;715;757;810;859;1048;1099;"maennlich";"Mittlere Reife";"";"Mitte/Wunderburg";1;"26-30";5;2019
702;0;0;31;"712995";;1129;2;1;2;3;2;2;2;2;1;3;1;1;2;1;3;2;2;3;2;2;2;2;2;3;3;3;1;2;4;5;3;2;4;3;1;2;3;2;2;4;4;2;2;2;4;4;4;5;4;4;2;3;2;2;3;3;3;2;3;2;2;3;3;3;3;4;2;3;2;2;2;3;0;1;1;1;2;1;1;2;1;3;3;2;1;1;1;2;2;1;2;3;4;2;2;1;2;3;3;4;1;3;1;4;3;2;2;2;3;4;2;3;1;2;2;3;1;1;1;2;3;4;2;2;3;1;1;2;1;3;4;3;2;3;4;4;3;2;1;2;4;1;1;2;;4;53;1;48;5;2;;1;2;-99;2;12;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554804306;"2019-04-09 10:05:06";"2019-04-09 10:23:55";"0000-00-00 00:00:00";3;7;59;119;147;160;197;203;208;217;238;283;300;307;324;333;344;613;619;636;693;715;755;822;836;843;849;;860;911;927;970;984;989;;;1033;1076;1100;1107;1122;;1126;;1129;393;419;435;452;482;535;573;608;813;815;"weiblich";"(Fach-)Abitur";"Angestelle/r";"Gartenstadt/Ost";3;"18-25";5;2019
706;0;0;31;"712995";;724;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;1;2;1;1;3;2;1;1;2;1;1;2;1;5;1;1;1;2;1;2;5;2;1;2;1;1;2;4;2;2;4;1;1;1;1;2;4;2;2;2;2;2;4;4;3;2;4;4;3;2;1;1;2;0;1;2;2;4;1;1;1;5;2;1;1;1;2;2;3;2;2;1;4;4;4;2;2;1;2;4;1;1;2;2;3;2;4;3;5;2;2;4;2;2;1;1;2;1;1;1;1;4;5;1;1;1;1;1;1;1;3;2;2;3;3;3;3;1;3;3;1;4;1;1;5;;1;50;1;23;3;2;;2;33;-99;3;12;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554804351;"2019-04-09 10:05:51";"2019-04-09 10:17:55";"0000-00-00 00:00:00";48;58;105;108;133;146;167;172;175;178;194;224;243;248;270;275;282;512;515;519;522;547;574;602;609;613;619;;623;638;651;660;665;667;;;673;689;699;706;712;;721;;724;307;328;344;364;393;433;469;506;595;597;"maennlich";"(Fach-)Abitur";"Selbstaendige/r";"Gartenstadt/Ost";3;"18-25";5;2019
716;0;0;31;"712995";;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;0;-99;0;;;0;;;-99;-99;0;0;0;0;"-99";0;0;0;0;-66;0;0;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554805433;"2019-04-09 10:23:53";"2019-04-09 10:29:37";"0000-00-00 00:00:00";119;120;122;122;125;128;136;137;142;147;153;157;166;177;183;188;192;267;269;271;275;281;298;313;319;321;;;323;325;329;;;331;;;;334;335;337;343;;344;;344;200;203;205;239;241;244;257;263;310;312;"";"";"";"";;"";0;2019
721;0;0;31;"712995";;2400;3;3;1;5;1;2;2;1;2;5;1;1;1;1;4;4;2;3;4;3;2;5;3;6;3;2;6;2;1;1;1;1;4;3;4;2;6;3;1;5;2;4;3;1;3;3;5;5;5;5;1;1;1;1;1;5;3;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;0;1;1;1;3;2;1;1;4;1;2;1;1;1;1;1;1;1;3;3;4;4;4;2;1;3;5;4;1;2;1;1;1;2;2;2;2;3;3;4;4;2;2;2;1;1;1;1;5;5;1;1;1;1;1;1;1;2;2;2;2;2;2;3;3;3;1;1;5;2;;;2;4;61;1;60;9;2;;1;2;0;1;1;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554806062;"2019-04-09 10:34:22";"2019-04-09 11:14:22";"0000-00-00 00:00:00";127;136;200;432;532;584;632;882;899;904;919;958;966;972;986;989;999;1853;1856;1861;1879;1901;2131;2233;2237;2242;;2245;2250;2259;2264;2276;2282;2286;;;2303;2309;2318;2327;2332;;2337;;2400;1023;1041;1055;1070;1281;1364;1399;1609;2208;2227;"maennlich";"Hochschule";"";"Berg";5;"26-30";5;2019
723;0;0;31;"712995";;2745;2;5;2;5;2;4;3;3;2;2;2;5;3;2;1;4;4;3;4;3;1;4;5;4;3;3;6;1;1;1;2;3;5;1;2;3;2;1;1;5;1;3;5;1;3;3;2;1;4;4;2;3;2;2;4;5;5;3;2;1;1;3;3;2;1;1;3;3;1;4;1;1;0;1;3;3;3;1;1;1;1;4;4;1;1;1;1;2;2;2;3;4;4;4;4;2;3;4;1;4;2;4;4;4;1;2;2;3;4;4;1;2;1;3;3;4;1;2;2;2;1;3;2;1;2;3;1;3;2;4;4;1;3;3;1;1;1;1;1;1;4;1;2;2;;4;60;1;60;7;1;2;;2;-99;2;6;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554806062;"2019-04-09 10:34:22";"2019-04-09 11:20:08";"0000-00-00 00:00:00";592;599;640;700;738;754;793;817;846;854;879;927;946;955;978;985;996;1864;1868;1872;2132;2202;2556;2596;2607;2609;2621;;2626;2632;2642;2653;2661;2665;2669;2685;;2693;2706;2727;2735;;2739;;2746;1038;1085;1281;1686;1724;1758;1802;1855;2580;2588;"maennlich";"(Fach-)Abitur";"Angestelle/r";"Gaustadt";7;"31-35";5;2019
725;0;0;31;"712995";;1759;2;3;3;3;1;4;4;3;1;2;2;1;2;1;2;1;1;1;3;1;3;2;2;4;4;2;3;1;3;2;5;2;5;1;1;2;3;2;1;2;1;2;1;1;2;2;1;5;4;4;2;1;1;1;1;3;2;2;2;1;1;2;1;2;2;2;3;3;1;2;1;3;0;1;1;1;2;4;1;0;1;5;4;3;4;2;3;4;;3;5;5;2;4;5;2;1;5;1;1;1;4;1;2;2;2;2;4;5;2;2;4;1;1;1;2;1;1;1;1;4;2;1;1;2;1;1;1;1;2;4;2;4;4;3;4;2;4;2;1;4;2;;;2;2;60;1;50;4;2;;2;2;0;1;12;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554806108;"2019-04-09 10:35:08";"2019-04-09 11:04:27";"0000-00-00 00:00:00";7;11;390;393;424;436;458;545;579;585;600;631;641;648;670;674;684;897;901;908;961;981;1003;1235;1247;1249;;1252;1256;1268;1287;1303;1311;1314;;;1322;1330;1334;1341;1347;;1564;;1759;705;731;749;760;788;824;857;892;1023;1046;"maennlich";"(Fach-)Abitur";"";"Gartenstadt/Ost";3;"18-25";5;2019
731;0;0;31;"712995";;1865;3;4;2;3;3;2;2;2;2;4;2;2;2;2;3;2;4;3;2;3;3;4;3;2;4;4;8;8;2;4;5;3;6;2;3;3;2;2;3;5;5;4;2;1;3;2;3;3;3;3;3;2;2;3;3;2;2;4;3;1;1;3;3;3;3;3;3;3;2;3;4;3;0;1;3;2;4;3;2;2;4;2;2;2;2;1;2;3;3;2;2;2;4;2;3;2;1;2;4;4;1;2;1;3;2;3;3;4;4;2;4;2;2;3;2;3;1;1;1;2;5;3;2;2;2;2;2;2;2;3;4;3;3;3;2;3;3;3;1;2;5;1;1;2;;6;113;1;45;3;2;;1;2;0;3;11;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554807344;"2019-04-09 10:55:44";"2019-04-09 11:26:49";"0000-00-00 00:00:00";59;341;344;431;476;512;567;849;864;880;966;1021;1039;1046;1072;1078;1090;1441;1447;1457;1463;1498;1534;1599;1613;1618;1626;;1641;1657;1672;1720;1738;1743;;;1797;1808;1830;1847;1855;;1860;;1865;1139;1177;1213;1241;1291;1329;1382;1429;1586;1589;"weiblich";"Hochschule";"Angestelle/r";"Nord";2;"26-30";5;2019
737;0;0;31;"712995";;1508;2;2;2;3;2;3;3;2;2;3;1;3;2;1;1;;1;3;3;3;3;2;2;3;4;3;2;1;4;1;2;2;4;2;2;2;4;2;2;2;4;2;2;2;3;3;4;2;4;4;2;1;2;1;2;4;3;3;2;4;4;4;2;4;1;1;4;4;2;2;1;2;0;1;1;1;3;4;2;1;1;5;4;2;2;2;1;2;2;2;3;5;3;5;4;3;2;4;1;1;1;2;3;3;3;2;2;3;4;2;2;4;1;2;2;3;1;1;3;2;3;3;2;2;2;1;1;2;1;3;3;2;3;3;3;3;3;3;1;2;4;2;;;2;3;40;1;44;4;2;;2;-99;-99;3;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554807672;"2019-04-09 11:01:12";"2019-04-09 11:26:20";"0000-00-00 00:00:00";17;26;154;269;308;323;521;623;733;744;768;805;819;828;850;856;864;1135;1140;1146;1221;1255;1286;1324;1329;1332;;1336;1342;1350;1377;1403;1411;1416;;;1426;1472;1483;1493;1500;;1504;;1508;891;920;942;952;1018;1056;1086;1131;1313;1318;"weiblich";"(Fach-)Abitur";"";"Mitte/Wunderburg";1;"18-25";5;2019
738;0;0;31;"712995";;1200;2;3;2;4;1;4;4;2;2;2;2;1;4;1;3;3;2;2;3;2;4;2;3;4;5;3;1;1;3;4;8;2;4;4;2;2;5;2;2;1;4;4;2;2;2;3;4;4;4;4;2;1;1;1;2;4;3;3;3;1;4;4;2;4;2;4;4;1;2;2;2;2;0;1;2;2;4;4;1;1;1;4;3;3;2;5;2;3;3;2;2;5;4;4;2;3;2;4;1;1;1;2;1;4;1;2;1;4;5;4;5;4;1;3;1;3;1;1;2;1;5;5;2;2;3;1;1;1;1;2;4;2;3;3;3;3;1;2;2;2;5;1;1;3;;5;115;2;;;2;;1;4;2;6;12;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554807848;"2019-04-09 11:04:08";"2019-04-09 11:24:08";"0000-00-00 00:00:00";113;119;151;345;538;557;582;679;718;724;739;765;777;781;793;803;807;989;991;994;1039;1055;1078;1103;1106;1108;1112;;1118;1128;1147;;;1151;;;1166;1177;1184;1188;1193;;1197;;1200;832;853;868;883;917;943;964;985;1096;1098;"weiblich";"Hochschule";"Beamter/in";"Gartenstadt/Ost";3;"31-35";5;2019
739;0;0;31;"712995";;4787;1;3;2;3;2;3;2;2;3;3;1;2;2;3;1;3;2;4;3;2;2;2;3;3;4;2;2;2;2;2;2;2;5;4;1;3;4;2;2;3;3;2;2;1;3;;3;3;4;4;2;1;2;1;2;3;4;3;;1;1;2;3;4;1;2;1;3;3;2;2;2;0;1;2;2;3;2;3;1;3;4;4;2;2;3;3;4;4;2;2;3;3;3;3;3;2;3;1;1;1;3;2;4;2;3;3;4;4;4;3;3;2;2;2;2;1;2;2;2;4;4;1;2;3;1;1;1;1;3;3;3;1;3;1;3;1;3;1;2;5;1;1;2;;7;160;2;;;1;1;;1;-99;5;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554808193;"2019-04-09 11:09:53";"2019-04-09 12:29:40";"0000-00-00 00:00:00";22;33;220;570;637;659;744;1888;2532;2547;2574;2670;2727;2737;2779;2786;2798;3583;3588;3598;4040;4079;4125;4558;4565;4569;4575;;4589;4654;4686;;;4691;4696;4725;;4742;4756;4767;4776;;4782;;4787;2850;2952;2981;2997;3056;3458;3513;3576;4156;4549;"weiblich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"51-55";5;2019
740;0;0;31;"712995";;1161;1;3;1;2;1;3;2;1;3;3;2;2;3;1;1;2;1;1;4;2;2;3;4;4;3;3;1;1;2;1;1;1;4;2;1;2;4;2;1;5;3;2;1;2;3;3;4;4;4;4;2;2;2;2;1;3;3;3;3;2;2;3;3;3;3;3;3;3;1;1;1;2;0;2;1;1;2;3;1;2;1;5;3;1;1;1;1;1;1;1;2;2;2;3;3;1;1;2;1;1;1;2;1;5;2;3;3;3;4;1;2;3;1;1;1;2;1;1;2;1;5;4;1;1;3;1;1;1;1;2;4;3;3;3;1;4;1;1;3;1;4;1;1;7;;4;40;1;50;1;2;;0;1;0;1;15;1;0;"-99";0;0;0;1;23;1;1;"-99";1;1;5;2;3;1;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554808237;"2019-04-09 11:10:37";"2019-04-09 11:29:58";"0000-00-00 00:00:00";3;9;58;144;197;210;247;407;433;439;451;508;522;530;551;558;569;788;791;797;835;864;900;941;950;954;963;;968;979;986;997;1003;1008;;;1018;1028;1033;1038;1053;1060;1063;1157;1161;596;629;651;660;680;709;746;783;931;934;"maennlich";"(Fach-)Abitur";"";"Mitte/Wunderburg";1;"18-25";5;2019
744;0;0;31;"712995";;1873;2;3;3;3;2;4;4;3;2;4;2;2;2;3;2;2;2;3;3;3;3;3;3;3;4;3;5;2;2;1;2;2;5;3;3;2;3;3;3;6;3;3;3;2;3;3;2;4;3;3;3;1;1;1;3;3;4;3;3;1;1;3;3;3;3;3;3;1;2;2;2;2;0;2;2;2;2;3;4;2;2;2;4;4;2;2;3;3;3;3;4;3;3;4;4;3;2;3;3;2;2;3;2;4;3;3;3;3;3;3;2;3;3;2;3;3;1;1;1;1;4;4;2;;3;2;2;2;2;3;4;3;3;3;2;3;1;1;1;2;4;1;1;2;;5;63;1;40;3;2;;2;2;0;2;10;1;0;"-99";0;0;1;0;-66;1;2;"Ostpreußen (Königsberg)";1;2;4;5;2;1;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554809743;"2019-04-09 11:35:43";"2019-04-09 12:06:56";"0000-00-00 00:00:00";3;10;66;170;203;225;252;361;456;463;481;523;540;550;575;580;599;918;922;927;1037;1064;1111;1174;1226;1229;1235;;1247;1256;1267;1295;1305;1309;;;1323;1330;1339;1359;1368;;1386;1460;1873;633;661;703;719;752;798;867;908;1143;1166;"weiblich";"(Fach-)Abitur";"Angestelle/r";"Mitte/Wunderburg";1;"51-55";5;2019
745;0;0;31;"712995";;1241;1;3;2;4;2;2;2;2;2;3;2;2;2;1;3;2;2;2;2;2;1;3;3;2;3;2;2;2;2;2;4;1;3;2;2;1;4;3;3;4;2;3;3;3;3;3;4;4;4;4;2;1;1;1;1;4;4;3;2;2;2;4;4;4;4;4;4;4;1;1;1;2;0;2;1;1;4;3;1;1;3;4;3;1;1;2;3;3;3;2;4;4;3;4;3;3;2;3;1;1;1;2;1;2;2;3;3;2;2;3;4;4;3;2;3;2;3;2;4;2;4;4;3;2;3;2;1;2;2;3;4;3;3;3;2;3;2;3;3;2;5;2;;;2;3;30;1;0;6;2;;1;2;0;1;11;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554810649;"2019-04-09 11:50:49";"2019-04-09 12:11:30";"0000-00-00 00:00:00";39;44;95;122;165;202;430;525;560;564;581;636;645;650;667;676;692;904;907;911;945;970;1003;1037;1041;1044;;1051;1056;1064;1078;1094;1100;1105;;;1113;1119;1125;1197;1202;;1206;;1241;719;746;763;772;800;825;861;900;1021;1032;"weiblich";"Hochschule";"";"Nord";2;"18-25";5;2019
